6,11,13,16,10,4,9,5,7,2,15,17,8,18,3,0,14,1,12
5,7,2,0,3,15,17,8,18,14,1,12,6,11,13,16,10,4,9
16,13,11,6,12,1,14,10,4,9,5,7,2,0,3,18,8,17,15
16,13,11,6,12,1,14,10,4,9,5,7,2,0,3,18,8,17,15
12,1,14,16,13,11,6,10,4,9,5,7,2,0,3,18,8,17,15
16,13,11,6,12,1,14,10,4,9,5,7,2,0,3,18,8,17,15
16,13,11,6,12,1,14,10,4,9,5,7,2,0,3,18,8,17,15
16,13,11,6,12,1,14,10,4,9,5,7,2,0,3,18,8,17,15
4,10,13,16,11,6,12,1,14,0,3,18,8,17,15,2,9,7,5
16,13,11,6,10,4,14,12,1,0,3,18,8,17,15,2,9,7,5
1,12,6,11,13,16,10,4,9,5,7,2,14,0,3,18,8,17,15
16,13,10,11,6,12,1,14,4,9,5,7,2,0,3,18,8,17,15
16,13,11,6,12,1,14,10,4,9,5,7,2,0,3,18,8,17,15
16,13,10,11,6,12,1,14,4,9,5,7,2,0,3,18,8,17,15
16,13,11,6,12,1,14,10,4,9,5,7,2,0,3,18,8,17,15
15,17,8,18,3,7,5,16,13,11,6,10,4,9,2,0,14,1,12
16,13,10,11,6,12,1,14,4,9,5,7,2,0,3,18,8,17,15
16,13,11,6,12,1,14,10,4,9,5,7,2,0,3,18,8,17,15
15,17,8,18,14,4,10,16,13,11,6,12,1,0,3,2,9,7,5
12,6,11,13,16,10,4,9,5,7,2,15,17,8,18,3,0,14,1
16,13,11,6,10,4,14,12,1,8,17,15,18,3,0,2,9,7,5
14,1,12,6,11,13,16,10,4,9,5,7,2,0,3,18,8,17,15
16,13,11,6,12,1,14,10,4,9,5,7,2,15,17,8,18,3,0
16,13,11,6,10,4,9,5,7,2,15,17,8,18,3,0,14,1,12
15,17,8,18,14,10,16,13,11,6,12,1,3,0,2,4,9,7,5
16,13,11,6,12,1,8,17,15,18,14,10,4,9,5,7,2,0,3
15,17,8,18,10,16,13,11,6,12,1,14,4,9,5,7,2,3,0
16,13,11,6,12,1,8,17,15,18,14,10,4,9,5,7,2,0,3
16,13,11,6,12,1,14,10,4,9,5,7,2,0,3,18,8,17,15
15,17,8,18,7,5,10,16,13,11,6,12,1,14,4,9,2,0,3
12,6,11,13,16,10,18,15,17,8,1,14,4,9,5,7,2,0,3
16,13,10,11,6,12,1,14,4,9,5,7,2,15,17,8,18,3,0
15,17,8,18,14,6,11,13,16,10,4,9,5,7,2,3,0,1,12
15,17,8,18,14,1,12,6,11,13,16,10,4,9,5,7,2,0,3
15,17,8,18,14,12,6,11,13,16,10,4,9,5,7,2,3,0,1
16,13,11,6,12,14,10,4,9,5,7,2,15,17,8,18,3,0,1
16,13,10,11,6,12,1,8,17,15,18,14,4,9,5,7,2,3,0
16,13,11,6,10,15,17,8,18,14,4,9,5,7,2,3,0,1,12
15,17,8,18,10,16,13,11,6,12,1,14,4,9,5,7,2,3,0
16,13,11,6,1,12,14,10,4,9,5,7,2,0,3,18,8,17,15
15,17,8,18,14,12,6,11,13,16,10,4,9,5,7,2,3,0,1
15,17,8,18,10,16,13,11,6,12,1,14,4,9,5,7,2,3,0
15,17,8,18,14,12,6,11,13,16,10,4,9,5,7,2,3,0,1
16,13,11,6,12,15,17,8,18,14,10,4,9,5,7,2,3,0,1
16,13,18,15,17,8,14,12,6,11,10,4,9,5,7,2,3,0,1
16,13,10,11,6,12,17,15,8,18,14,4,9,5,7,2,3,0,1
16,13,11,6,10,4,14,12,1,18,8,17,15,3,0,2,9,7,5
16,13,10,11,6,12,1,18,8,17,15,2,7,5,9,4,14,0,3
18,15,17,8,14,12,6,11,13,16,10,4,9,5,7,2,3,0,1
15,17,8,18,14,12,6,11,13,16,10,4,9,5,7,2,3,0,1
15,17,8,18,14,12,6,11,13,16,10,4,9,5,7,2,3,0,1
12,14,18,15,17,8,7,5,16,13,11,6,10,4,9,2,3,0,1
15,17,8,18,14,12,6,11,13,16,10,4,9,5,7,2,3,0,1
15,17,8,18,14,12,6,11,13,16,10,4,9,5,7,2,3,0,1
12,8,18,15,17,14,16,13,11,6,10,4,9,5,7,2,3,0,1
15,17,8,18,7,5,10,16,13,11,6,12,1,14,4,9,2,3,0
16,15,17,8,18,14,12,6,11,13,10,4,9,5,7,2,3,0,1
12,15,17,8,18,16,13,11,6,10,4,9,5,7,2,3,0,14,1
16,15,17,8,18,10,13,11,6,12,1,14,4,9,5,7,2,3,0
16,12,15,17,8,18,14,6,11,13,10,4,9,5,7,2,3,0,1
16,13,15,17,8,18,14,12,6,11,10,4,9,5,7,2,3,0,1
16,12,15,17,8,18,14,6,11,13,10,4,9,5,7,2,3,0,1
16,12,18,8,15,17,14,6,11,13,10,4,9,5,7,2,3,0,1
